name,rating,company_type,employee_count,ownership_status,company_age,head_quarters,reviews,salaries,interviews,jobs,benefits
Vascon Engineers,3.6,Real Estate,501-1k Employees,Public,37 years old,Pune,218,1k,11,10,11
Arabian Construction Company,4.0,Engineering & Construction,10k-50k Employees,N/A,56 years old,Beirut,218,758,12,--,30
Tata Digital,3.2,Internet,501-1k Employees,N/A,4 years old,Mumbai,218,978,26,7,45
BrightCHAMPS,3.5,EdTech,501-1k Employees,Startup,3 years old,Bangalore,218,552,22,5,45
Don Bosco School,4.0,Education & Training,201-500 Employees,N/A,43 years old,New Delhi,217,582,11,--,13
Zebronics,3.5,Consumer Electronics & Appliances,1k-5k Employees,N/A,26 years old,Chennai,217,1.1k,16,6,21
Onida,3.8,Consumer Electronics & Appliances,1k-5k Employees,N/A,42 years old,Mumbai,217,759,4,1,20
VVF,3.8,FMCG,1k-5k Employees,Public,84 years old,Mumbai,217,1.2k,8,2,28
Tega Industries,3.7,Industrial Machinery,501-1k Employees,Public,47 years old,Kolkata,217,1.2k,14,--,35
HSBC Global Banking and Markets,4.1,Banking,10k-50k Employees,Public,32 years old,Canary Wharf,217,2k,11,--,31
Indus Net Technologies,3.8,IT Services & Consulting,501-1k Employees,N/A,26 years old,Kolkata,217,1.6k,11,29,22
TowerVision India,4.2,Telecom,501-1k Employees,N/A,17 years old,Chennai,217,971,9,--,32
Bhandari Automobiles,3.9,Automobile,501-1k Employees,N/A,45 years old,Midnapore,217,886,5,--,22
Can-Pack,4.3,Packaging,501-1k Employees,N/A,31 years old,Aurangabad,217,1k,12,3,44
Seven Hills Hospital,3.8,Healthcare,501-1k Employees,N/A,37 years old,Mumbai,217,846,4,--,25
Andromeda Sales And Distribution,3.0,Financial Services,1k-5k Employees,N/A,32 years old,Mumbai,217,1.4k,10,14,19
Theme Engineering Services,3.6,Engineering & Construction,501-1k Employees,N/A,21 years old,Jaipur,217,969,4,1,23
Apollo Clinic,3.9,Healthcare,201-500 Employees,Public,21 years old,Hyderabad,217,893,7,5,20
Adani Capital,4.3,NBFC,201-500 Employees,N/A,6 years old,Mumbai,217,903,9,8,23
Theme Engineering Services,3.6,Engineering & Construction,501-1k Employees,N/A,21 years old,Jaipur,217,969,4,1,23
Refinitiv,4.1,Analytics & KPO,51-200 Employees,N/A,325 years old,London,217,2.3k,19,--,49
Technotask Business Solutions,3.3,BPO,5k-10k Employees,N/A,N/A,N/A,217,930,27,19,13
Sarvodaya Hospital,4.0,Healthcare,51-200 Employees,N/A,32 years old,Faridabad,217,1.2k,10,23,23
Mitra SK,3.9,Other,1k-5k Employees,N/A,85 years old,Kolkata,216,859,11,8,28
Hindustan Syringes & Medical Devices,4.1,Medical Equipment,51-200 Employees,N/A,66 years old,Faridabad,216,973,13,41,30
Spm Autocomp,3.5,Auto Components,51-200 Employees,N/A,28 years old,Gurgaon/Gurugram,216,1.1k,16,--,20
Rosenberger Electronic,4.1,Electronics Manufacturing,501-1k Employees,N/A,65 years old,Tittmoning,216,1.2k,8,--,35
Trivium Education Services,3.8,BPO,51-200 Employees,N/A,13 years old,Delhi/NCR,216,924,24,2,24
GE Aviation,4.2,Aviation,1k-5k Employees,N/A,106 years old,Cincinnati,216,1.5k,19,--,41
Allianz,4.4,Insurance,5k-10k Employees,Forbes Global 2000,133 years old,Munich,216,2k,10,8,40
Cygnet Infotech,3.8,IT Services & Consulting,1k-5k Employees,N/A,23 years old,Ahmedabad,216,2k,7,6,34
Western Digital,3.6,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,53 years old,San Jose,216,2.3k,32,--,29
Enser Communications,4.1,IT Services & Consulting,501-1k Employees,N/A,15 years old,Navi Mumbai,216,561,7,4,20
Rolta India,2.7,IT Services & Consulting,501-1k Employees,Public,34 years old,Mumbai,216,1.5k,1,--,17
Welspun Enterprises,4.1,Engineering & Construction,1k-5k Employees,Public,47 years old,Mumbai,216,1.1k,27,--,35
GM Modular,3.9,Electronics Manufacturing,501-1k Employees,N/A,23 years old,Mumbai,216,1.3k,8,34,37
Pfizer Healthcare india pvt lit,4.0,Pharma,1k-5k Employees,N/A,14 years old,Mumbai,216,1.2k,11,--,38
Royal Research,2.3,Analytics & KPO,501-1k Employees,N/A,10 years old,Kolkata,215,502,21,7,27
Dalmia Bharat Group,4.2,Building Material,5k-10k Employees,N/A,84 years old,New Delhi,215,1.2k,17,--,32
Efftronics Systems,3.5,Electronics Manufacturing,501-1k Employees,N/A,38 years old,Vijayawada,215,757,20,5,30
CTDI,3.7,Telecom,1k-5k Employees,N/A,48 years old,West Chester,215,1.1k,14,--,23
Confidence Petroleum India,3.4,Oil & Gas,501-1k Employees,Public,26 years old,Nagpur,215,1.3k,10,6,12
Hygienic Research Institute,4.4,Beauty & Personal Care,1k-5k Employees,N/A,66 years old,Mumbai,215,967,6,1,40
Hamleys,3.9,Retail,1k-5k Employees,N/A,263 years old,London,215,626,12,--,36
Four Points By Sheraton,4.6,Hospitality,501-1k Employees,N/A,28 years old,Bethesda,215,751,5,--,39
Molecular Connections,3.5,IT Services & Consulting,1k-5k Employees,N/A,22 years old,Bangalore/Bengaluru,215,1.3k,6,8,21
Inventia Healthcare,4.0,Pharma,501-1k Employees,N/A,38 years old,Mumbai,215,1.5k,7,7,30
GRT Jewellers,4.3,Jewellery,5k-10k Employees,N/A,59 years old,Chennai,215,1.1k,9,--,19
Mahindra Trucks & Buses,3.8,Automobile,N/A,N/A,N/A,N/A,215,735,2,--,4
Mfar Constructions,4.0,Engineering & Construction,501-1k Employees,N/A,27 years old,Bangalore/Bengaluru,215,873,5,--,32
Vem Technologies,3.8,Defence & Aerospace,1k-5k Employees,N/A,30 years old,Hyderabad/Secunderabad,215,1.3k,11,--,25
InfoBeans,3.7,IT Services & Consulting,1k-5k Employees,Public,23 years old,Indore,214,2.6k,15,14,41
SBL,3.4,IT Services & Consulting,1k-5k Employees,N/A,18 years old,Bengaluru/Bangalore,214,1.3k,6,12,14
Knowledgeworks Global,3.1,Printing & Publishing,501-1k Employees,N/A,N/A,N/A,214,1k,9,32,6
Seth M R Jaipuria School,3.8,Education & Training,1k-5k Employees,N/A,31 years old,Delhi/NCR,214,771,14,--,36
Etech Global Services,4.0,BPO,1k-5k Employees,N/A,26 years old,Nacogdoches,214,1.3k,10,15,44
Jubilant Biosys,3.9,Biotechnology,1k-5k Employees,N/A,23 years old,Noida,214,1.2k,25,--,37
Koyo Bearings India,4.1,Auto Components,1k-5k Employees,N/A,16 years old,Gurgaon,214,1k,5,--,34
Walchandnagar Industries,3.8,Industrial Machinery,1k-5k Employees,Public,115 years old,Mumbai,214,1.2k,7,--,30
Visa,4.1,FinTech,1k-5k Employees,Public,65 years old,Foster City,214,2.5k,59,7,40
Tata Steel Processing & Distribution,3.9,Iron & Steel,1k-5k Employees,N/A,26 years old,Kolkata,214,1.2k,16,--,27
Delhi Duty Free Services,3.9,Retail,501-1k Employees,N/A,13 years old,Delhi/NCR,214,1.1k,6,26,30
Alchemy Techsol India,3.5,IT Services & Consulting,201-500 Employees,N/A,9 years old,Bangalore,214,1.5k,14,95,16
Eastman Auto & Power,3.9,Power,1k-5k Employees,Public,21 years old,Gurgaon/Gurugram,214,1.3k,18,4,15
Indiabulls Real Estate,4.4,Real Estate,501-1k Employees,Public,17 years old,Mumbai,214,1.3k,6,--,27
B2x Service Solutions,3.7,BPO,201-500 Employees,N/A,16 years old,Munich,214,749,3,--,19
Seth M R Jaipuria School,3.8,Education & Training,1k-5k Employees,N/A,31 years old,Delhi/NCR,214,771,14,--,36
Koyo Bearings India,4.1,Auto Components,1k-5k Employees,N/A,16 years old,Gurgaon,214,1k,5,--,34
Al Tasnim Enterprises,3.8,Engineering & Construction,201-500 Employees,N/A,47 years old,Muscat,214,1.2k,9,--,32
Addverb Technologies,3.5,Industrial Automation,501-1k Employees,Startup,7 years old,Noida,214,1.3k,25,10,33
Mahagun India,3.3,Real Estate,501-1k Employees,Conglomerate,28 years old,Noida,214,1.1k,10,2,19
Baxter Pharmaceutical Solutions LLC.,4.3,Pharma,1k-5k Employees,N/A,92 years old,Deerfield,214,1.4k,7,--,38
Anand Rathi Global Finance,3.6,NBFC,51-200 Employees,N/A,41 years old,Mumbai,214,1.5k,9,11,18
Stellantis,3.4,N/A,1k-5k Employees,N/A,N/A,N/A,214,1.8k,11,--,16
NortonLifeLock's,4.2,IT Services & Consulting,501-1k Employees,Forbes Global 2000,41 years old,Mountain View,214,2.3k,13,1,40
Icertis,3.7,Software Product,1k-5k Employees,Indian Unicorn,14 years old,Bellevue,214,2.2k,23,48,50
Wagh Bakri Tea Group,4.3,Beverage,1k-5k Employees,N/A,108 years old,Ahmedabad,213,976,13,--,36
Bharat Dynamics,4.4,Industrial Machinery,1k-5k Employees,Fortune India 500,53 years old,Hyderabad/Secunderabad,213,629,7,--,43
ZF Friedrichshafen,3.9,Auto Components,10k-50k Employees,N/A,108 years old,Friedrichshafen,213,984,16,--,15
MediBuddy,3.1,Healthcare,1k-5k Employees,Startup,10 years old,Bangalore,213,1.3k,13,7,17
Laser Power & Infra,3.4,Electrical Equipment,1k-5k Employees,N/A,35 years old,Kolkata,213,994,4,--,23
Vyapar,3.8,Software Product,501-1k Employees,Startup,8 years old,Bengaluru/Bangalore,213,732,14,27,38
Rainbow Childrens Hospital,4.2,Healthcare,5k-10k Employees,N/A,24 years old,Hyderabad/Secunderabad,213,852,14,48,32
DSV - Global Transport and Logistics,4.1,Logistics,501-1k Employees,N/A,47 years old,Hedehusene,213,1.4k,8,12,32
GSPANN Technologies,3.9,IT Services & Consulting,1k-5k Employees,N/A,19 years old,Milpitas,213,2.6k,12,82,32
Shree Renuka Sugars,4.1,Food Processing,1k-5k Employees,Public,25 years old,Belagavi/Belgaum,212,991,14,--,23
AXIS MY INDIA,4.2,Analytics & KPO,51-200 Employees,N/A,25 years old,Mumbai,212,422,10,79,32
Nyati Group,4.1,Real Estate,501-1k Employees,N/A,26 years old,Pune,212,1k,13,3,25
Nava Bharat Ventures,3.9,Metals & Mining,51-200 Employees,Public,51 years old,Hyderabad/Secunderabad,212,1.1k,12,12,28
Peter England,4.0,Fashion & Textile,501-1k Employees,N/A,134 years old,Londonderry,212,705,5,--,25
Sonalika Group of Companies,3.9,Automobile,5k-10k Employees,N/A,54 years old,Hoshiarpur,212,1.2k,15,18,31
Nimbus Harbor Facilities Management,3.9,Facility Management Services,10k-50k Employees,N/A,19 years old,Gurgaon/Gurugram,212,954,8,--,20
Powerica,3.7,Industrial Machinery,501-1k Employees,N/A,39 years old,Mumbai,212,1.1k,6,1,29
Pitambari Products,4.0,FMCG,1k-5k Employees,N/A,37 years old,Thane,212,964,5,30,26
Checkmate Services,4.1,Facility Management Services,10k-50k Employees,N/A,31 years old,Vadodara/Baroda,212,854,8,--,20
Focus Energy,3.5,Oil & Gas,501-1k Employees,N/A,37 years old,Gurgaon/Gurugram,212,849,17,4,53
Religare Finvest,4.4,Financial Services,1k-5k Employees,Public,17 years old,Delhi/NCR,212,648,2,--,30
Global Edge Software,3.6,IT Services & Consulting,201-500 Employees,N/A,18 years old,Bangalore,212,2.1k,17,1,32
Woodland,3.7,Fashion & Textile,5k-10k Employees,N/A,31 years old,Quebec,212,963,3,--,19
Milkbasket,3.6,Internet,501-1k Employees,Startup,8 years old,Gurgaon,212,1.3k,13,80,16
Flyhomes,4.4,Internet,201-500 Employees,Startup,8 years old,Seattle,212,312,2,13,111
YKK,3.6,Fashion & Textile,201-500 Employees,N/A,28 years old,Gurgaon/Gurugram,211,1k,13,--,51
Kubota Agricultural Machinery India,4.1,Other,201-500 Employees,N/A,15 years old,Chennai,211,1.1k,13,7,32
Dnata,4.1,Aviation,501-1k Employees,N/A,64 years old,Dubai,211,1.2k,8,--,30
Zscaler Softech,3.8,Software Product,1k-5k Employees,N/A,15 years old,San Jose,211,1.6k,24,30,41
Nuance Communications,4.3,Software Product,1k-5k Employees,Public,31 years old,Burlington,211,1.8k,17,--,30
CG Foods,3.7,FMCG,1k-5k Employees,N/A,39 years old,Lalitpur,211,7.4k,9,7,19
ACG Worldwide,4.1,Pharma,1k-5k Employees,N/A,62 years old,Mumbai,211,1.4k,17,2,34
Shivam Infocom,4.0,Telecom,1k-5k Employees,N/A,20 years old,Delhi/NCR,211,790,2,--,15
Tessolve Semiconductor,3.7,Semiconductors,1k-5k Employees,N/A,19 years old,Bangalore/Bengaluru,211,1.8k,22,150,16
Toshiba Transmission & Distribution Systems,3.9,Electrical Equipment,11-50 Employees,N/A,129 years old,Hyderabad,211,1.5k,19,12,43
ReGen Powertech,3.9,Power,501-1k Employees,N/A,17 years old,Chennai,211,692,6,--,24
Sgs Tekniks Manufacturing,4.1,Electronics Manufacturing,201-500 Employees,N/A,33 years old,Gurgaon,211,1.1k,7,2,30
Elite Elevators,3.8,Industrial Machinery,51-200 Employees,N/A,20 years old,Chennai,211,518,12,13,79
Sequential Technology International,3.7,BPO,501-1k Employees,N/A,7 years old,Windermere,211,1k,4,2,38
Sterling Oil Exploration & Energy Production,3.9,Oil & Gas,51-200 Employees,N/A,18 years old,Lagos,211,884,20,2,25
SVC Co-Operative Bank,3.8,Banking,1k-5k Employees,N/A,117 years old,Mumbai,211,1.1k,3,4,25
Jaypee Hospital,4.0,Healthcare,501-1k Employees,N/A,9 years old,Noida,210,903,2,--,24
Springer Nature,3.8,Printing & Publishing,1k-5k Employees,N/A,17 years old,Berlin,210,2.1k,15,19,25
Munjal Kiriu Industries,3.6,Auto Components,201-500 Employees,N/A,67 years old,Gurgaon/Gurugram,210,947,7,--,23
Bharat IT Services,2.9,IT Services & Consulting,501-1k Employees,Public,27 years old,Noida,210,969,10,--,7
TCI Supply Chain Solutions,4.1,Logistics,5k-10k Employees,N/A,65 years old,Gurgaon/Gurugram,210,741,9,--,29
Mukand,3.7,Iron & Steel,1k-5k Employees,Public,86 years old,Mumbai,210,1.1k,6,1,33
Wallace Pharmaceuticals,3.7,Pharma,1k-5k Employees,N/A,55 years old,Panaji/Panjim,210,685,7,--,32
T R Chadha & Co Llp,3.7,Accounting & Auditing,51-200 Employees,N/A,77 years old,Delhi/NCR,210,1.1k,15,10,20
Planetcast,3.7,Media & Entertainment,1k-5k Employees,Public,27 years old,Noida,210,1.5k,10,8,22
Muthoot Homefin India,3.7,Investment Banking / Venture Capital / Private Equity,201-500 Employees,N/A,12 years old,Mumbai,210,1k,6,2,11
Knowledge Splice Services pvt ltd.,3.5,BPO,201-500 Employees,N/A,12 years old,Houston,210,1.1k,10,--,17
Asti Electronics India,4.0,Auto Components,201-500 Employees,N/A,19 years old,Gurgaon/Gurugram,210,1k,13,--,48
Kalkine,3.9,Analytics & KPO,51-200 Employees,N/A,9 years old,Sydney,210,839,10,14,33
Eaton India Innovation Center,4.1,Analytics & KPO,1k-5k Employees,N/A,N/A,N/A,210,1.4k,12,--,40
Samsung Display,3.8,Consumer Electronics & Appliances,201-500 Employees,N/A,4 years old,Yongin-si,210,1.2k,28,--,45
Ichhapurti.com,2.3,Software Product,51-200 Employees,Startup,N/A,N/A,210,649,18,22,44
Eye-Q Super Speciality Eye Hospitals,3.4,Healthcare,501-1k Employees,N/A,16 years old,Gurugram,209,592,5,9,16
TCL,3.9,Consumer Electronics & Appliances,51-200 Employees,Forbes Global 2000,42 years old,Huizhou,209,1.6k,16,5,22
Country Inns & Suites,3.9,Hospitality,11-50 Employees,N/A,38 years old,Minnetonka,209,901,4,--,36
Silver Touch Technologies,3.6,IT Services & Consulting,1k-5k Employees,Public,31 years old,Ahmedabad,209,2.2k,10,39,9
Puranik Builders,3.8,Real Estate,201-500 Employees,Public,55 years old,Thane,209,1.3k,5,12,27
Country Inns & Suites,3.9,Hospitality,11-50 Employees,N/A,38 years old,Minnetonka,209,901,4,--,36
Bombay Intelligence Security,3.9,Law Enforcement & Security,51-200 Employees,N/A,47 years old,Mumbai,209,659,8,12,29
NAFFCO,3.9,Law Enforcement & Security,201-500 Employees,N/A,32 years old,Dubai,209,751,17,--,30
Jindal Industries,3.3,Import & Export,1k-5k Employees,Public,71 years old,Delhi/NCR,209,1.4k,14,--,27
Sedemac Mechatronics,4.1,Emerging Technologies,201-500 Employees,N/A,16 years old,Mumbai,209,1.2k,8,--,33
NACL Industries,4.3,Agro Chemicals,1k-5k Employees,N/A,30 years old,Hyderabad/Secunderabad,209,817,10,2,22
Cloud4C,3.5,IT Services & Consulting,1k-5k Employees,N/A,9 years old,Singapore,209,1.7k,18,4,41
Mahindra Electric,3.7,Automobile,201-500 Employees,N/A,29 years old,Bengaluru,209,1.5k,8,--,30
Propertypistol Realty,3.0,Real Estate,501-1k Employees,N/A,11 years old,Mumbai,209,1.5k,31,5,17
Sir H. N. Reliance Foundation Hospital and Research,3.9,Healthcare,51-200 Employees,Public,98 years old,Mumbai,209,575,11,18,8
Amara Raja Power Systems,4.1,Auto Components,10k-50k Employees,N/A,38 years old,Tirupati,209,1.1k,11,15,38
Prem Henna,3.6,Beauty & Personal Care,201-500 Employees,N/A,93 years old,Indore,208,856,3,--,30
Luxor Writing Instruments,3.8,Other,1k-5k Employees,N/A,22 years old,Noida,208,1k,6,--,26
Baramati Agro,4.0,FMCG,1k-5k Employees,Public,35 years old,Pune,208,1.2k,12,--,28
Wabtec,4.1,Railways,1k-5k Employees,N/A,151 years old,Wilmerding,208,1.4k,17,86,35
Prime Focus,3.7,Animation & VFX,1k-5k Employees,Public,26 years old,Mumbai,208,884,--,33,32
Sterling Tools,3.8,Automobile,501-1k Employees,Public,44 years old,Faridabad,208,972,8,2,31
MARK EXHAUST SYSTEMS,4.0,Auto Components,501-1k Employees,Public,30 years old,Gurgaon/Gurugram,208,992,11,--,27
Aris Global Software,3.2,Software Product,1k-5k Employees,N/A,36 years old,Miami,208,2k,14,8,35
Kirloskar Electric Company,3.7,Electrical Equipment,1k-5k Employees,Public,77 years old,Bangalore/Bengaluru,208,1k,13,--,29
IKF Finance,3.9,NBFC,1k-5k Employees,Public,32 years old,Hyderabad/Secunderabad,208,912,9,15,16
Linkquest Telecom,3.5,Telecom,501-1k Employees,N/A,27 years old,Noida,208,833,7,--,9
MARK EXHAUST SYSTEMS,4.0,Auto Components,501-1k Employees,Public,30 years old,Gurgaon/Gurugram,208,992,11,--,27
Emami Paper Mills,4.4,Pulp & Paper,1k-5k Employees,Public,41 years old,Kolkata,208,746,6,1,25
Kirloskar Electric Company,3.7,Electrical Equipment,1k-5k Employees,Public,77 years old,Bangalore/Bengaluru,208,1k,13,--,29
Nippon India Mutual Fund,4.3,Financial Services,1k-5k Employees,N/A,28 years old,Mumbai,208,1.1k,8,--,25
RV Solutions,3.9,IT Services & Consulting,201-500 Employees,N/A,15 years old,Noida,208,1.2k,5,--,31
Finova Capital,4.1,NBFC,1k-5k Employees,N/A,8 years old,Jaipur,208,807,7,6,21
AVIOM,4.2,NBFC,201-500 Employees,Startup,7 years old,Delhi,208,742,14,1,14
NatWest Markets,4.0,Banking,10k-50k Employees,N/A,7 years old,Edinburgh,208,2.4k,11,--,46
Galax E Solutions,3.4,IT Services & Consulting,1k-5k Employees,N/A,20 years old,Somerset,207,1.9k,8,24,22
Intelliswift Software,3.7,Software Product,1k-5k Employees,N/A,22 years old,Newark,207,1.8k,18,77,19
LabCorp,4.1,Healthcare,501-1k Employees,Forbes Global 2000,N/A,N/A,207,1.6k,27,--,41
Scania,4.3,Auto Components,201-500 Employees,N/A,132 years old,Södertälje,207,654,9,--,39
Danone Nutricia,3.3,Food Processing,51-200 Employees,N/A,127 years old,Barcelona,207,676,13,--,29
M*Modal,3.4,IT Services & Consulting,1k-5k Employees,N/A,22 years old,Franklin,207,828,2,--,32
Net Solutions,4.4,IT Services & Consulting,201-500 Employees,N/A,23 years old,Chandigarh,207,661,7,11,131
SPRINKLR,3.3,Software Product,1k-5k Employees,N/A,14 years old,New York City,207,2.2k,46,51,30
PhyCARE Solutions,3.8,Healthcare,501-1k Employees,N/A,23 years old,Bronx,207,951,12,--,24
Dishnet Wireless,4.3,Telecom,1k-5k Employees,Public,25 years old,Delhi/NCR,207,522,--,--,41
SPRINKLR,3.3,Software Product,1k-5k Employees,N/A,14 years old,New York City,207,2.2k,46,51,30
Net Solutions,4.4,IT Services & Consulting,201-500 Employees,N/A,23 years old,Chandigarh,207,661,7,11,131
M*Modal,3.4,IT Services & Consulting,1k-5k Employees,N/A,22 years old,Franklin,207,828,2,--,32
Dishnet Wireless,4.3,Telecom,1k-5k Employees,Public,25 years old,Delhi/NCR,207,522,--,--,41
Sembcorp Energy India,4.1,Power,501-1k Employees,Public,15 years old,Gurgaon/Gurugram,207,1.2k,7,--,33
Arjas Steel,4.2,Iron & Steel,51-200 Employees,N/A,30 years old,Bengaluru,207,1k,13,2,34
Mahindra Susten,4.4,Engineering & Construction,501-1k Employees,N/A,13 years old,Mumbai,207,1.2k,5,--,33
Rochem Separation Systems,3.8,Industrial Machinery,201-500 Employees,N/A,32 years old,Mumbai,207,1.1k,13,1,22
Celebal Technologies,3.4,IT Services & Consulting,1k-5k Employees,Startup,8 years old,Jaipur,207,1.5k,35,52,14
Prism Johnson Limited - RMC (India) Division,4.1,Building Material,501-1k Employees,Public,27 years old,Mumbai,207,937,13,--,31
TDS Lithium-Ion Battery,4.2,Auto Components,501-1k Employees,N/A,4 years old,Ahmedabad,207,840,43,--,29
NTT-Netmagic,4.1,IT Services & Consulting,501-1k Employees,N/A,25 years old,Mumbai,207,1.8k,3,20,33
Light & Wonder,3.9,Gaming,1k-5k Employees,N/A,50 years old,Las Vegas,206,2.6k,12,11,41
Case New-Holland Construction Equipment India,4.0,Industrial Machinery,51-200 Employees,N/A,181 years old,London,206,1k,9,--,31
Alkyl Amines,4.2,Chemicals,501-1k Employees,Public,44 years old,Mumbai,206,1.1k,8,3,34
Cotmac Electronics,4.0,Industrial Automation,501-1k Employees,N/A,32 years old,Pune,206,1.3k,7,19,13
In Time Tec Visionsoft,4.1,Software Product,501-1k Employees,N/A,14 years old,Meridian,206,1.5k,10,26,74
AIRBUS,3.7,Aviation,5k-10k Employees,Public,53 years old,Leiden,206,2.3k,47,6,43
Dinshaws,3.8,Food Processing,501-1k Employees,N/A,91 years old,Nagpur,206,925,5,--,21
